5727,#mwwz,#hash_26c1d21a0ff7e96,#hash_4482ac866bea8946,?0
5756,#mwwz,#hash_26c1d21a0ff7e96,#hash_4482ac866bea8946,?0
5791,#mwwz,#hash_26c1d21a0ff7e96,#hash_4482ac866bea8946,?0
5792,#mwwz,#hash_26c1d21a0ff7e96,#hash_4482ac866bea8946,?0
5793,#mwwz,#hash_26c1d21a0ff7e96,#hash_4482ac866bea8946,?0
5794,#mwwz,#hash_26c1d21a0ff7e96,#hash_4482ac866bea8946,?0
5795,#mwwz,#hash_26c1d21a0ff7e96,#hash_4482ac866bea8946,?0
5798,#mwwz,#hash_26c1d21a0ff7e96,#hash_4482ac866bea8946,?0
5799,#mwwz,#hash_26c1d21a0ff7e96,#hash_4482ac866bea8946,?0
5800,#mwwz,#hash_26c1d21a0ff7e96,#hash_4482ac866bea8946,?0
5809,#mwwz,#hash_26c1d21a0ff7e96,#hash_4482ac866bea8946,?0
5810,#mwwz,#hash_26c1d21a0ff7e96,#hash_4482ac866bea8946,?0
5814,#mwwz,#hash_26c1d21a0ff7e96,#hash_4482ac866bea8946,?0
5839,#mwwz,#hash_26c1d21a0ff7e96,#hash_4482ac866bea8946,?0
5893,#mwwz,#hash_26c1d21a0ff7e96,#hash_4482ac866bea8946,?0
5894,#mwwz,#hash_26c1d21a0ff7e96,#hash_4482ac866bea8946,?0
6000,#mwwz,#hash_26c1d21a0ff7e96,#hash_4482ac866bea8946,?0
6002,#mwwz,#hash_26c1d21a0ff7e96,#hash_4482ac866bea8946,?0
6003,#mwwz,#hash_26c1d21a0ff7e96,#hash_4482ac866bea8946,?0
5859,#vg,#hash_5a784c96002872c4,#hash_43fe6421afd90ab0,?0
5860,#vg,#hash_5a784c96002872c4,#hash_43fe6421afd90ab0,?0
5861,#vg,#hash_5a784c96002872c4,#hash_43fe6421afd90ab0,?0
5873,#vg,#hash_5a784c96002872c4,#hash_43fe6421afd90ab0,?0
5874,#vg,#hash_5a784c96002872c4,#hash_43fe6421afd90ab0,?0
5875,#vg,#hash_5a784c96002872c4,#hash_43fe6421afd90ab0,?0
5876,#vg,#hash_5a784c96002872c4,#hash_43fe6421afd90ab0,?0
5883,#vg,#hash_5a784c96002872c4,#hash_43fe6421afd90ab0,?0
5879,#vg,#hash_5a784c96002872c4,#hash_43fe6421afd90ab0,?0
5877,#vg,#hash_5a784c96002872c4,#hash_43fe6421afd90ab0,?0
5880,#vg,#hash_5a784c96002872c4,#hash_43fe6421afd90ab0,?0
5880,#vg,#hash_5a784c96002872c4,#hash_43fe6421afd90ab0,?0
5900,#vg,#hash_5a784c96002872c4,#hash_43fe6421afd90ab0,?0
5885,#hash_7ed9f191750be1d,#hash_206f4a63344a28c2,#hash_7d67f80cfbe0e082,?0
5886,#hash_7ed9f191750be1d,#hash_206f4a63344a28c2,#hash_7d67f80cfbe0e082,?0
5887,#hash_7ed9f191750be1d,#hash_206f4a63344a28c2,#hash_7d67f80cfbe0e082,?0
6012,#hash_7ed9f191750be1d,#hash_206f4a63344a28c2,#hash_7d67f80cfbe0e082,?0
6015,#hash_7ed9f191750be1d,#hash_206f4a63344a28c2,#hash_7d67f80cfbe0e082,?0
6021,#hash_7ed9f191750be1d,#hash_206f4a63344a28c2,#hash_7d67f80cfbe0e082,?0
6024,#hash_7ed9f191750be1d,#hash_206f4a63344a28c2,#hash_7d67f80cfbe0e082,?0
6013,#hash_7ed9f191750be1d,#hash_206f4a63344a28c2,#hash_7d67f80cfbe0e082,?0
6014,#hash_7ed9f191750be1d,#hash_206f4a63344a28c2,#hash_7d67f80cfbe0e082,?0
6022,#hash_7ed9f191750be1d,#hash_206f4a63344a28c2,#hash_7d67f80cfbe0e082,?0
6023,#hash_7ed9f191750be1d,#hash_206f4a63344a28c2,#hash_7d67f80cfbe0e082,?0
6999,#hash_7ed9f191750be1d,#hash_206f4a63344a28c2,#hash_7d67f80cfbe0e082,?0
7000,#hash_7ed9f191750be1d,#hash_206f4a63344a28c2,#hash_7d67f80cfbe0e082,?0
7001,#hash_7ed9f191750be1d,#hash_206f4a63344a28c2,#hash_7d67f80cfbe0e082,?0
